mes,ano,id_parlamentar_parlametria,direitos-humanos,licenciamento-ambiental,migracao-e-refugio,pandemia,reforma-administrativa,reforma-tributaria,socioambiental,transparencia-e-integridade
7,2019,1156190,0,0,0,0,0,0,0,0
7,2019,1157130,0,0,0,0,0,0,0,0
7,2019,1160508,0,0,0,0,0,0,0,0
7,2019,1160511,0,0,0,0,0,0,0,0
7,2019,1160512,0,0,0,0,0,0,0,0
7,2019,1160518,0,0,0,0,0,0,0,0
7,2019,1160527,0,0,0,0,0,0,0,0
7,2019,1160528,0,0,0,0,0,0,0,0
7,2019,1160531,0,0,0,0,0,0,0,0
7,2019,1160534,0,0,0,0,0,0,0,0
7,2019,1160535,0,0,0,0,0,0,0,0
7,2019,1160538,1,0,0,0,0,0,0,0
7,2019,1160541,0,0,0,0,0,0,0,0
7,2019,1160545,0,0,0,0,0,0,0,0
7,2019,1160556,0,0,0,0,0,0,0,0
7,2019,1160559,0,0,0,0,0,0,0,0
7,2019,1160569,0,0,0,0,0,0,0,0
7,2019,1160570,10,0,0,0,0,0,0,0
7,2019,1160575,0,0,0,0,0,0,0,0
7,2019,1160587,0,0,0,0,0,0,0,0
7,2019,1160589,0,0,0,0,0,0,0,0
7,2019,1160592,0,0,0,0,0,0,0,0
7,2019,1160601,0,0,0,0,0,0,0,0
7,2019,1160604,0,0,0,0,0,0,0,0
7,2019,1160610,0,0,0,0,0,0,0,0
7,2019,1160632,0,0,0,0,0,0,0,0
7,2019,1160641,0,0,0,0,0,0,0,0
7,2019,1160651,8,0,0,0,0,0,0,0
7,2019,1160653,0,0,0,0,0,0,0,0
7,2019,1160655,0,0,0,0,0,0,0,0
7,2019,1160665,0,0,0,0,0,0,0,0
7,2019,1160673,0,0,0,0,0,0,0,0
7,2019,1171617,0,0,0,0,0,0,0,0
7,2019,1171623,0,0,0,0,0,0,0,0
7,2019,1177282,0,0,0,0,0,0,0,0
7,2019,1178829,0,0,0,0,0,0,0,0
7,2019,1178854,0,0,0,0,0,0,0,0
7,2019,1178857,0,0,0,0,0,0,0,0
7,2019,1178871,0,0,0,0,0,0,0,0
7,2019,1178873,0,0,0,0,0,0,0,0
7,2019,1178884,0,0,0,0,0,0,0,0
7,2019,1178886,0,0,0,0,0,0,0,0
7,2019,1178889,0,0,0,0,0,0,0,0
7,2019,1178896,0,0,0,0,0,0,0,0
7,2019,1178908,0,0,0,0,0,0,0,0
7,2019,1178910,0,0,0,0,0,0,0,0
7,2019,1178912,0,0,0,0,0,0,0,0
7,2019,1178916,0,0,0,0,0,0,0,0
7,2019,1178922,0,0,0,0,0,0,0,0
7,2019,1178927,0,0,0,0,0,0,0,0
7,2019,1178929,0,0,0,0,0,0,0,0
7,2019,1178931,0,0,0,0,0,0,0,0
7,2019,1178933,0,0,0,0,0,0,0,0
7,2019,1178934,0,0,0,0,0,0,0,0
7,2019,1178939,0,0,0,0,0,0,0,0
7,2019,1178945,0,0,0,0,0,0,0,0
7,2019,1178946,0,0,0,0,0,0,0,0
7,2019,1178947,0,0,0,0,0,0,0,0
7,2019,1178948,0,0,0,0,0,0,0,0
7,2019,1178951,0,0,0,0,0,0,0,0
7,2019,1178952,0,0,0,0,0,0,0,0
7,2019,1178953,0,0,0,0,0,0,0,0
7,2019,1178959,0,0,0,0,0,0,0,0
7,2019,1178961,0,0,0,0,0,0,0,0
7,2019,1178962,0,0,0,0,0,0,0,0
7,2019,1178966,0,0,0,0,0,0,0,0
7,2019,1178969,1,0,0,0,0,0,0,0
7,2019,1178975,0,0,0,0,0,0,0,0
7,2019,1178977,1,0,0,0,0,0,0,0
7,2019,1178986,0,0,0,0,0,0,0,0
7,2019,1178987,0,0,0,0,0,0,0,0
7,2019,1178990,0,0,0,0,0,0,0,0
7,2019,1178993,0,0,0,0,0,0,0,0
7,2019,1179587,0,0,0,0,0,0,0,0
7,2019,1193726,0,0,0,0,0,0,0,0
7,2019,1198783,0,0,0,0,0,0,0,0
7,2019,1204352,1,0,0,0,0,0,0,0
7,2019,1204353,0,0,0,0,0,0,0,0
7,2019,1204355,0,0,0,0,0,0,0,0
7,2019,1204358,0,0,0,0,0,0,0,0
7,2019,1204359,0,0,0,0,0,0,0,0
7,2019,1204361,0,0,0,0,0,0,0,0
7,2019,1204365,2,0,0,0,0,0,0,0
7,2019,1204366,0,0,0,0,0,0,0,0
7,2019,1204367,0,0,0,0,0,0,0,0
7,2019,1204369,0,0,0,0,0,0,0,0
7,2019,1204370,0,0,0,0,0,0,0,0
7,2019,1204371,1,1,0,2,0,1,0,0
7,2019,1204372,0,0,0,0,0,0,0,0
7,2019,1204374,1,0,0,2,0,2,0,0
7,2019,1204375,0,0,0,0,0,0,0,0
7,2019,1204376,0,0,0,0,0,0,0,0
7,2019,1204377,1,0,0,1,0,1,0,0
7,2019,1204379,0,0,0,0,0,0,0,0
7,2019,1204381,0,0,0,0,0,0,0,0
7,2019,1204382,0,0,0,0,0,0,0,0
7,2019,1204383,0,0,0,0,0,0,0,0
7,2019,1204387,0,0,0,0,0,0,0,0
7,2019,1204388,0,0,0,0,0,0,0,0
7,2019,1204389,0,0,0,0,0,0,0,0
7,2019,1204391,0,0,0,0,0,0,0,0
7,2019,1204392,0,0,0,0,0,0,0,0
7,2019,1204393,0,0,0,0,0,0,0,0
7,2019,1204394,0,0,0,0,0,0,0,0
7,2019,1204395,1,0,0,0,0,0,0,0
7,2019,1204398,0,0,0,0,0,0,0,0
7,2019,1204399,0,0,0,0,0,0,0,0
7,2019,1204400,0,0,0,0,0,0,0,0
7,2019,1204404,0,0,0,0,0,0,0,0
7,2019,1204406,0,0,0,0,0,0,0,0
7,2019,1204407,0,0,0,0,0,0,0,0
7,2019,1204409,0,0,0,0,0,0,0,0
7,2019,1204410,0,0,0,0,2,0,2,0
7,2019,1204411,1,0,0,0,0,0,0,0
7,2019,1204412,0,0,0,0,0,0,0,0
7,2019,1204414,1,0,0,0,0,0,0,0
7,2019,1204415,0,0,0,0,0,0,0,0
7,2019,1204418,0,0,0,0,0,0,0,0
7,2019,1204419,0,0,0,0,0,0,0,0
7,2019,1204425,0,0,0,0,0,0,0,0
7,2019,1204426,0,0,0,0,0,0,0,0
7,2019,1204428,0,0,0,0,0,0,0,0
7,2019,1204430,0,0,0,0,0,0,0,0
7,2019,1204439,0,0,0,0,0,0,0,0
7,2019,1204440,0,0,0,0,0,0,0,0
7,2019,1204441,0,0,0,0,0,0,0,0
7,2019,1204442,0,0,0,0,0,0,0,0
7,2019,1204444,0,0,0,0,0,0,0,0
7,2019,1204446,0,0,0,0,0,0,0,0
7,2019,1204450,0,0,0,0,0,0,0,0
7,2019,1204451,0,0,0,0,0,0,0,0
7,2019,1204452,0,0,0,0,0,0,0,0
7,2019,1204453,0,0,0,0,0,0,0,0
7,2019,1204454,2,0,0,0,0,0,0,0
7,2019,1204455,0,0,0,0,0,0,0,0
7,2019,1204456,0,0,0,0,0,0,0,0
7,2019,1204458,0,0,0,0,0,0,0,0
7,2019,1204459,0,0,0,0,0,0,0,0
7,2019,1204460,0,0,0,0,0,0,0,0
7,2019,1204461,0,0,0,0,0,0,0,0
7,2019,1204464,0,0,0,0,0,0,0,0
7,2019,1204467,0,0,0,0,0,0,0,0
7,2019,1204468,0,0,0,0,0,0,0,0
7,2019,1204472,0,0,0,0,0,0,0,0
7,2019,1204473,0,0,0,0,0,0,0,0
7,2019,1204479,0,0,0,0,0,0,0,0
7,2019,1204480,0,0,0,0,0,0,0,0
7,2019,1204481,0,0,0,0,0,0,0,0
7,2019,1204482,0,0,0,0,0,0,0,0
7,2019,1204484,0,0,0,0,0,0,0,0
7,2019,1204487,0,0,0,0,0,0,0,0
7,2019,1204488,0,0,0,0,0,0,0,0
7,2019,1204490,0,0,0,0,0,0,0,0
7,2019,1204491,0,0,0,0,0,0,0,0
7,2019,1204492,0,0,0,0,0,0,0,0
7,2019,1204495,0,0,0,0,0,0,0,0
7,2019,1204496,0,0,0,0,0,0,0,0
7,2019,1204500,0,0,0,0,0,0,0,0
7,2019,1204501,0,0,0,0,0,0,0,0
7,2019,1204502,0,0,0,0,0,0,0,0
7,2019,1204503,0,0,0,0,0,0,0,0
7,2019,1204506,0,0,0,0,0,0,0,0
7,2019,1204507,0,0,0,0,0,0,0,0
7,2019,1204508,0,0,0,0,0,0,0,0
7,2019,1204509,0,0,0,0,0,0,0,0
7,2019,1204511,0,0,0,0,0,0,0,0
7,2019,1204512,0,0,0,0,0,0,0,0
7,2019,1204514,1,0,0,0,0,0,0,0
7,2019,1204515,0,0,0,0,0,0,0,0
7,2019,1204516,1,0,0,1,0,1,0,0
7,2019,1204517,0,0,0,0,0,0,0,0
7,2019,1204519,0,0,0,0,0,0,0,0
7,2019,1204520,0,0,0,0,0,0,0,0
7,2019,1204523,0,0,0,0,0,0,0,0
7,2019,1204524,0,0,0,0,0,0,0,0
7,2019,1204526,0,0,0,0,0,0,0,0
7,2019,1204527,0,0,0,0,0,0,0,0
7,2019,1204528,0,0,0,0,0,0,0,0
7,2019,1204529,0,0,0,0,0,0,0,0
7,2019,1204530,0,0,0,0,0,0,0,0
7,2019,1204531,0,0,0,0,0,0,0,0
7,2019,1204532,0,0,0,0,0,0,0,0
7,2019,1204533,0,0,0,0,0,0,0,0
7,2019,1204534,0,0,0,0,0,0,0,0
7,2019,1204535,1,0,0,0,0,0,0,0
7,2019,1204536,0,0,0,0,0,0,0,0
7,2019,1204539,1,0,0,0,0,0,0,0
7,2019,1204540,0,0,0,0,0,0,0,0
7,2019,1204541,0,0,0,0,0,0,0,0
7,2019,1204542,0,0,0,0,0,0,0,0
7,2019,1204545,1,0,0,1,0,1,0,0
7,2019,1204546,1,0,0,0,0,0,0,0
7,2019,1204547,0,0,0,0,0,0,0,0
7,2019,1204548,0,0,0,0,0,0,0,0
7,2019,1204551,0,0,0,0,0,0,0,0
7,2019,1204555,0,0,0,0,0,0,0,0
7,2019,1204556,0,0,0,0,0,0,0,0
7,2019,1204557,0,0,0,0,0,0,0,0
7,2019,1204559,0,0,0,0,1,0,1,0
7,2019,1204561,0,0,0,0,0,0,0,0
7,2019,1204565,0,0,0,0,0,0,0,0
7,2019,1204566,0,0,0,0,0,0,0,0
7,2019,1204570,0,0,0,0,0,0,0,0
7,2019,1204572,0,0,0,0,2,0,2,0
7,2019,1204573,0,0,0,0,0,0,0,0
7,2019,1204575,0,0,0,0,0,0,0,0
7,2019,1205548,0,0,0,0,0,0,0,0
7,2019,1205550,0,0,0,0,0,0,0,0
7,2019,1205863,0,0,0,0,0,0,0,0
7,2019,1205865,0,0,0,0,0,0,0,0
7,2019,1209189,0,0,0,0,0,0,0,0
7,2019,168720,0,0,0,0,0,0,0,0
7,2019,169871,0,0,0,0,0,0,0,0
7,2019,172442,0,0,0,0,0,0,0,0
7,2019,173433,0,0,0,0,0,0,0,0
7,2019,173460,0,0,0,0,0,0,0,0
7,2019,173466,0,0,0,0,0,0,0,0
7,2019,173482,0,0,0,0,0,0,0,0
7,2019,173486,0,0,0,0,0,0,0,0
7,2019,173531,0,0,0,0,0,0,0,0
7,2019,173586,0,0,0,0,0,0,0,0
7,2019,173604,0,0,0,0,0,0,0,0
7,2019,173692,0,0,0,0,0,0,0,0
7,2019,173701,0,0,0,0,0,0,0,0
7,2019,173788,0,0,0,0,0,0,0,0
7,2019,173801,0,0,0,0,0,0,0,0
7,2019,173943,0,0,0,0,0,0,0,0
7,2019,174057,0,0,0,0,0,0,0,0
7,2019,174060,0,0,0,0,0,0,0,0
7,2019,174075,0,0,0,0,0,1,0,1
7,2019,174156,0,0,0,0,0,0,0,0
7,2019,174158,0,0,0,0,0,0,0,0
7,2019,174159,0,0,0,0,0,0,0,0
7,2019,174160,0,0,0,0,0,0,0,0
7,2019,174161,1,0,0,0,0,1,0,1
7,2019,174200,0,0,0,0,0,0,0,0
7,2019,174273,0,0,0,0,0,0,0,0
7,2019,174283,0,0,0,0,0,0,0,0
7,2019,174299,0,0,0,0,0,0,0,0
7,2019,174317,0,0,0,0,0,0,0,0
7,2019,174366,0,0,0,0,0,0,0,0
7,2019,174371,0,0,0,0,0,0,0,0
7,2019,174376,0,0,0,0,0,0,0,0
7,2019,174398,0,0,0,0,0,0,0,0
7,2019,174400,0,0,0,0,0,0,0,0
7,2019,174439,0,0,0,0,0,0,0,0
7,2019,174655,0,0,0,0,0,0,0,0
7,2019,174693,0,0,0,0,0,0,0,0
7,2019,174784,0,0,0,0,0,0,0,0
7,2019,174848,0,0,0,0,0,0,0,0
7,2019,175431,0,0,0,0,0,0,0,0
7,2019,176874,0,0,0,0,0,0,0,0
7,2019,181297,0,0,0,0,0,0,0,0
7,2019,190842,0,0,0,0,0,0,0,0
7,2019,192346,0,0,0,0,0,0,0,0
7,2019,192699,0,0,0,0,0,0,0,0
7,2019,21173,0,0,0,0,0,0,0,0
7,2019,21186,0,0,0,0,0,0,0,0
7,2019,222,0,0,0,0,0,0,0,0
7,2019,22331,0,0,0,0,0,0,0,0
7,2019,2285,0,0,0,0,0,0,0,0
7,2019,2345,0,0,0,0,0,0,0,0
7,2019,2374,0,0,0,0,0,0,0,0
7,2019,23806,0,0,0,0,0,0,0,0
7,2019,23830,0,0,0,1,0,1,0,0
7,2019,24525,0,0,0,0,0,0,0,0
7,2019,24560,0,0,0,0,0,0,0,0
7,2019,2470,0,0,0,0,0,0,0,0
7,2019,2475,0,0,0,0,0,0,0,0
7,2019,24770,0,0,0,0,0,0,0,0
7,2019,24981,0,0,0,0,0,0,0,0
7,2019,24994,0,0,0,0,0,0,0,0
7,2019,25008,0,0,0,0,0,0,0,0
7,2019,25012,0,1,0,1,1,0,1,0
7,2019,25236,0,0,0,0,0,0,0,0
7,2019,25322,0,2,0,2,1,0,0,0
7,2019,25350,0,0,0,0,0,0,0,0
7,2019,25352,0,0,0,0,0,0,0,0
7,2019,25376,0,0,0,0,0,1,0,1
7,2019,25385,0,0,0,0,0,0,0,0
7,2019,25411,0,0,0,0,0,0,0,0
7,2019,25422,0,0,0,0,0,0,0,0
7,2019,25502,0,0,0,0,0,0,0,0
7,2019,25523,0,0,0,0,0,0,0,0
7,2019,25529,0,0,0,0,0,0,0,0
7,2019,25531,0,0,0,0,0,0,0,0
7,2019,25533,2,0,0,0,0,0,0,0
7,2019,25535,0,0,0,0,0,0,0,0
7,2019,25537,2,0,0,0,0,0,0,0
7,2019,25540,0,0,0,0,0,0,0,0
7,2019,25585,0,0,0,0,0,0,0,0
7,2019,25627,0,0,0,0,0,0,0,0
7,2019,25718,1,0,0,0,0,0,0,0
7,2019,25732,0,0,0,0,0,0,0,0
7,2019,25748,0,0,0,0,0,0,0,0
7,2019,25783,0,0,0,0,0,0,0,0
7,2019,2581,0,0,0,0,0,0,0,0
7,2019,25899,0,0,0,0,0,0,0,0
7,2019,25905,0,0,0,0,0,0,0,0
7,2019,25924,0,0,0,0,0,0,0,0
7,2019,25942,0,0,0,0,0,0,0,0
7,2019,25953,0,0,0,0,1,0,0,0
7,2019,25959,0,1,0,0,2,0,2,0
7,2019,25967,0,0,0,1,2,1,0,0
7,2019,25976,0,0,0,0,0,0,0,0
7,2019,25979,0,0,0,0,0,2,0,2
7,2019,25982,0,0,0,0,0,1,0,1
7,2019,25985,0,0,0,0,0,0,0,0
7,2019,25988,0,0,0,0,0,0,0,0
7,2019,25990,0,0,0,0,0,0,0,0
7,2019,25998,0,0,0,0,0,0,0,0
7,2019,26027,0,0,0,0,0,0,0,0
7,2019,26295,0,0,0,0,0,0,0,0
7,2019,270,0,0,0,0,0,0,0,0
7,2019,2825,0,0,0,0,0,0,0,0
7,2019,290,0,0,0,0,0,0,0,0
7,2019,2945,1,0,0,0,0,0,0,0
7,2020,1107283,1,1,0,1,0,0,0,0
7,2020,1109429,1,0,0,0,0,0,0,0
7,2020,1116379,0,0,0,0,0,0,0,0
7,2020,1122974,0,0,0,0,0,0,0,0
7,2020,1132504,2,0,0,0,0,0,0,0
7,2020,1133439,0,0,0,0,0,0,0,0
7,2020,1133968,0,0,0,0,0,0,0,0
7,2020,1136811,0,0,0,0,0,0,0,0
7,2020,1137070,0,0,0,0,0,0,0,0
7,2020,1139285,5,8,0,8,0,0,0,0
7,2020,1141335,0,0,0,0,0,0,0,0
7,2020,1141391,0,0,0,0,0,0,0,0
7,2020,1141398,0,0,0,0,0,0,0,0
7,2020,1141405,2,0,0,0,0,0,0,0
7,2020,1141411,0,0,0,0,0,0,0,0
7,2020,1141439,0,0,0,0,0,0,0,0
7,2020,1141450,0,0,0,0,0,0,0,0
7,2020,1141464,0,0,0,0,0,0,0,0
7,2020,1141470,0,1,0,1,0,0,0,0
7,2020,1141488,3,0,0,0,0,0,0,0
7,2020,1141516,2,2,0,2,0,0,0,0
7,2020,1141518,0,0,0,0,0,0,0,0
7,2020,1141553,0,0,0,0,0,0,0,0
7,2020,1141555,0,0,0,0,0,0,0,0
7,2020,1143084,0,0,0,0,0,0,0,0
7,2020,1150418,0,0,0,0,0,0,0,0
7,2020,1151208,0,0,0,0,0,0,0,0
7,2020,1152605,0,0,0,0,0,0,0,0
7,2020,1156190,0,0,0,0,0,1,0,1
7,2020,1157130,0,0,0,0,0,0,0,0
7,2020,1160508,0,0,0,0,0,0,0,0
7,2020,1160511,2,0,0,0,2,0,2,0
7,2020,1160512,0,0,0,0,0,0,0,0
7,2020,1160518,0,0,0,0,0,0,0,0
7,2020,1160527,0,0,0,0,0,0,0,0
7,2020,1160528,0,0,0,0,0,0,0,0
7,2020,1160531,0,0,0,0,0,0,0,0
7,2020,1160534,0,0,0,0,0,0,0,0
7,2020,1160535,0,3,0,3,0,0,0,0
7,2020,1160538,0,0,0,0,0,0,0,0
7,2020,1160541,0,0,0,0,0,0,0,0
7,2020,1160545,1,1,0,1,0,0,0,0
7,2020,1160556,0,0,0,0,0,0,0,0
7,2020,1160559,0,0,0,0,0,0,0,0
7,2020,1160569,6,0,0,0,0,0,0,0
7,2020,1160570,0,0,0,0,0,0,0,0
7,2020,1160575,0,0,0,0,0,0,0,0
7,2020,1160587,0,0,0,0,0,0,0,0
7,2020,1160589,0,0,0,0,0,0,0,0
7,2020,1160592,5,2,0,2,0,0,0,0
7,2020,1160601,1,0,0,0,0,1,0,1
7,2020,1160604,16,8,0,8,0,0,0,0
7,2020,1160610,0,0,0,0,0,0,0,0
7,2020,1160632,0,0,0,0,0,0,0,0
7,2020,1160641,0,0,0,0,0,0,0,0
7,2020,1160651,1,0,0,0,0,1,0,1
7,2020,1160653,1,0,0,0,0,0,0,0
7,2020,1160655,0,0,0,0,0,0,0,0
7,2020,1160665,0,0,0,0,0,0,0,0
7,2020,1160673,0,0,0,0,0,0,0,0
7,2020,1171617,0,0,0,0,0,0,0,0
7,2020,1171623,1,0,0,0,0,0,0,0
7,2020,1177282,0,0,0,0,0,0,0,0
7,2020,1178829,0,0,0,0,0,0,0,0
7,2020,1178854,1,0,0,0,0,0,0,0
7,2020,1178857,1,0,0,0,0,0,0,0
7,2020,1178871,0,0,0,0,0,0,0,0
7,2020,1178873,3,4,0,4,0,0,0,0
7,2020,1178884,0,0,0,0,0,0,0,0
7,2020,1178886,0,0,0,0,0,0,0,0
7,2020,1178889,0,0,0,0,0,0,0,0
7,2020,1178896,0,0,0,0,0,0,0,0
7,2020,1178908,0,0,0,0,0,0,0,0
7,2020,1178910,0,0,0,0,0,0,0,0
7,2020,1178912,0,0,0,0,0,0,0,0
7,2020,1178916,0,0,0,0,0,0,0,0
7,2020,1178922,0,0,0,0,0,0,0,0
7,2020,1178927,0,0,0,0,0,0,0,0
7,2020,1178929,0,0,0,0,0,12,0,12
7,2020,1178931,0,0,0,0,0,0,0,0
7,2020,1178933,0,0,0,0,0,0,0,0
7,2020,1178934,0,0,0,0,0,0,0,0
7,2020,1178939,0,0,0,0,0,0,0,0
7,2020,1178945,0,1,0,1,0,0,0,0
7,2020,1178946,0,0,0,0,0,0,0,0
7,2020,1178947,0,0,0,0,0,0,0,0
7,2020,1178948,0,0,0,0,0,0,0,0
7,2020,1178951,0,0,0,0,0,0,0,0
7,2020,1178952,3,0,0,0,0,0,0,0
7,2020,1178953,0,0,0,0,0,0,0,0
7,2020,1178959,0,0,0,0,0,0,0,0
7,2020,1178961,0,0,0,0,0,0,0,0
7,2020,1178962,0,0,0,0,0,0,0,0
7,2020,1178966,0,0,0,0,0,0,0,0
7,2020,1178969,0,0,0,0,0,0,0,0
7,2020,1178975,0,0,0,0,0,0,0,0
7,2020,1178977,0,0,0,0,0,0,0,0
7,2020,1178986,0,0,0,0,0,0,0,0
7,2020,1178987,0,0,0,0,0,1,0,1
7,2020,1178990,0,0,0,0,0,0,0,0
7,2020,1178993,0,0,0,0,0,0,0,0
7,2020,1179587,0,0,0,0,0,0,0,0
7,2020,1193726,0,0,0,0,0,0,0,0
7,2020,1198783,1,0,0,0,0,0,0,0
7,2020,1204352,0,0,0,0,0,0,0,0
7,2020,1204353,1,1,0,1,0,0,0,0
7,2020,1204355,0,0,0,0,0,0,0,0
7,2020,1204358,0,0,0,0,0,0,0,0
7,2020,1204359,0,0,0,0,0,0,0,0
7,2020,1204361,0,1,0,0,1,0,1,0
7,2020,1204365,0,0,0,0,0,0,0,0
7,2020,1204366,0,0,0,0,0,0,0,0
7,2020,1204367,0,0,0,0,0,2,0,2
7,2020,1204369,0,0,0,0,0,0,0,0
7,2020,1204370,0,0,0,0,0,0,0,0
7,2020,1204371,0,0,0,0,0,0,0,0
7,2020,1204372,0,0,0,0,0,0,0,0
7,2020,1204374,0,0,0,0,0,0,0,0
7,2020,1204375,0,0,0,0,0,0,0,0
7,2020,1204376,0,0,0,0,0,7,0,7
7,2020,1204377,0,4,0,5,0,1,0,1
7,2020,1204379,0,0,0,0,0,0,0,0
7,2020,1204381,0,0,0,0,0,0,0,0
7,2020,1204382,0,0,0,0,0,0,0,0
7,2020,1204383,0,0,0,0,0,0,0,0
7,2020,1204387,0,0,0,0,0,0,0,0
7,2020,1204388,0,0,0,0,0,1,0,1
7,2020,1204389,0,0,0,0,0,0,0,0
7,2020,1204391,3,0,0,0,0,0,0,0
7,2020,1204392,0,0,0,0,0,0,0,0
7,2020,1204393,1,0,0,0,0,0,0,0
7,2020,1204394,0,1,0,1,1,0,1,0
7,2020,1204395,0,0,0,0,0,0,0,0
7,2020,1204398,0,0,0,0,0,0,0,0
7,2020,1204399,0,0,0,0,0,0,0,0
7,2020,1204400,0,0,0,0,0,0,0,0
7,2020,1204404,0,0,0,0,0,0,0,0
7,2020,1204406,0,0,0,0,0,0,0,0
7,2020,1204407,1,2,0,2,0,0,0,0
7,2020,1204409,0,0,0,0,0,0,0,0
7,2020,1204410,0,0,0,0,0,0,0,0
7,2020,1204411,0,2,0,2,0,0,0,0
7,2020,1204412,0,0,0,0,0,0,0,0
7,2020,1204414,0,0,0,0,0,0,0,0
7,2020,1204415,0,0,0,0,0,0,0,0
7,2020,1204418,0,0,0,0,0,0,0,0
7,2020,1204419,1,0,0,0,0,0,0,0
7,2020,1204425,0,0,0,0,0,0,0,0
7,2020,1204426,1,8,0,8,0,0,0,0
7,2020,1204428,0,0,0,0,0,0,0,0
7,2020,1204430,0,0,0,0,0,0,0,0
7,2020,1204439,0,0,0,0,0,0,0,0
7,2020,1204440,3,0,0,0,1,0,1,0
7,2020,1204441,0,0,0,0,0,0,0,0
7,2020,1204442,0,0,0,0,0,0,0,0
7,2020,1204444,0,0,0,0,0,0,0,0
7,2020,1204446,0,0,0,0,0,0,0,0
7,2020,1204450,0,0,0,0,0,0,0,0
7,2020,1204451,0,0,0,0,0,0,0,0
7,2020,1204452,2,0,0,0,0,3,0,3
7,2020,1204453,0,2,0,2,0,0,0,0
7,2020,1204454,0,5,0,5,0,1,0,1
7,2020,1204455,0,0,0,0,0,0,0,0
7,2020,1204456,0,0,0,0,0,0,0,0
7,2020,1204458,0,0,0,0,0,2,0,2
7,2020,1204459,0,0,0,0,0,0,0,0
7,2020,1204460,0,0,0,0,0,3,0,3
7,2020,1204461,2,3,0,3,0,1,0,1
7,2020,1204464,1,2,0,2,0,0,0,0
7,2020,1204467,14,4,0,4,0,0,0,0
7,2020,1204468,0,0,0,0,0,0,0,0
7,2020,1204472,0,0,0,0,0,0,0,0
7,2020,1204473,0,0,0,0,0,0,0,0
7,2020,1204479,1,0,0,0,0,1,0,1
7,2020,1204480,0,0,0,0,0,0,0,0
7,2020,1204481,0,0,0,0,0,0,0,0
7,2020,1204482,0,0,0,0,0,0,0,0
7,2020,1204484,0,0,0,0,0,0,0,0
7,2020,1204487,0,0,0,0,0,1,0,1
7,2020,1204488,0,0,0,0,0,0,0,0
7,2020,1204490,0,0,0,0,0,0,0,0
7,2020,1204491,0,0,0,0,0,0,0,0
7,2020,1204492,0,0,0,0,0,0,0,0
7,2020,1204495,0,0,0,0,0,0,0,0
7,2020,1204496,1,0,0,0,0,0,0,0
7,2020,1204500,0,0,0,0,0,0,0,0
7,2020,1204501,0,0,0,0,0,0,0,0
7,2020,1204502,1,0,0,0,0,0,0,0
7,2020,1204503,20,0,0,0,0,1,0,1
7,2020,1204506,0,0,0,0,0,0,0,0
7,2020,1204507,0,0,0,0,0,0,0,0
7,2020,1204508,0,0,0,0,0,0,0,0
7,2020,1204509,15,0,0,0,0,0,0,0
7,2020,1204511,0,0,0,0,0,0,0,0
7,2020,1204512,0,0,0,0,0,0,0,0
7,2020,1204514,0,0,0,0,0,0,0,0
7,2020,1204515,0,0,0,0,0,0,0,0
7,2020,1204516,0,0,0,0,0,0,0,0
7,2020,1204517,0,0,0,0,0,0,0,0
7,2020,1204519,0,0,0,0,0,0,0,0
7,2020,1204520,0,0,0,0,0,0,0,0
7,2020,1204523,0,0,0,0,0,0,0,0
7,2020,1204524,0,0,0,0,0,0,0,0
7,2020,1204526,0,0,0,0,0,0,0,0
7,2020,1204527,0,0,0,0,0,0,0,0
7,2020,1204528,0,0,0,0,0,0,0,0
7,2020,1204529,0,0,0,0,0,0,0,0
7,2020,1204530,0,0,0,0,0,0,0,0
7,2020,1204531,0,0,0,0,0,1,0,1
7,2020,1204532,0,0,0,0,0,0,0,0
7,2020,1204533,0,0,0,0,0,0,0,0
7,2020,1204534,0,2,0,2,0,1,0,1
7,2020,1204535,2,9,0,9,0,0,0,0
7,2020,1204536,0,0,0,0,0,0,0,0
7,2020,1204539,2,0,0,0,0,0,0,0
7,2020,1204540,0,0,0,0,0,0,0,0
7,2020,1204541,1,0,0,0,0,0,0,0
7,2020,1204542,5,1,0,1,0,0,0,0
7,2020,1204545,0,2,0,2,0,2,0,2
7,2020,1204546,0,0,0,0,0,0,0,0
7,2020,1204547,0,0,0,0,0,0,0,0
7,2020,1204548,0,0,0,0,0,0,0,0
7,2020,1204551,0,0,0,0,0,0,0,0
7,2020,1204555,0,0,0,0,0,0,0,0
7,2020,1204556,3,0,0,0,3,0,3,0
7,2020,1204557,0,0,0,0,0,0,0,0
7,2020,1204559,1,1,0,1,0,0,0,0
7,2020,1204561,0,0,0,0,0,0,0,0
7,2020,1204565,0,0,0,0,0,3,0,3
7,2020,1204566,1,3,0,3,0,0,0,0
7,2020,1204570,1,0,0,0,0,0,0,0
7,2020,1204572,1,0,0,0,2,3,2,3
7,2020,1204573,0,0,0,0,0,0,0,0
7,2020,1204575,1,3,0,3,0,0,0,0
7,2020,1205548,0,4,0,4,0,0,0,0
7,2020,1205550,0,0,0,0,0,0,0,0
7,2020,1205863,0,0,0,0,0,0,0,0
7,2020,1205865,0,0,0,0,0,0,0,0
7,2020,1209189,0,2,0,2,0,1,0,1
7,2020,168720,0,0,0,0,0,0,0,0
7,2020,169871,0,0,0,0,0,0,0,0
7,2020,172442,1,0,0,0,0,0,0,0
7,2020,173433,0,0,0,0,0,0,0,0
7,2020,173460,0,0,0,0,0,0,0,0
